Año,Actividad_Economica,Seccional,Total_Ingresos,Total_Retencion,Numero_Declaraciones,Variacion_Anual,Retencion_Promedio,Ratio_Retencion,Riesgo_Tributario
2020,Manufactura,Barranquilla,1965376331.0,89384934.72,246,0.1364,363353.39,0.0455,Bajo
2022,Construccion,Cali,4450567302.0,25841401.85,52,-0.0397,496950.04,0.0058,Alto
2021,Servicios,Manizales,3566657567.0,166504523.03,589,-0.2493,282690.19,0.0467,Bajo
2020,Servicios,Bogota,1988692492.0,102505497.76,290,0.2666,353467.23,0.0515,Bajo
2023,Transporte,Villavicencio,1331508426.0,19712499.63,149,0.2523,132298.66,0.0148,Medio
2023,Tecnologia,Bogota,1223640730.0,64054105.7,401,-0.1518,159735.92,0.0523,Bajo
2021,Tecnologia,Bucaramanga,3956378030.0,104227552.31,974,0.3769,107009.81,0.0263,Medio
2023,Construccion,Barranquilla,1227745336.0,33951244.74,526,0.0161,64546.09,0.0277,Medio
2022,Financiero,Barranquilla,3253345569.0,46718279.32,851,0.3143,54898.1,0.0144,Medio
2023,Construccion,Manizales,4208359111.0,47286186.93,676,-0.1907,69949.98,0.0112,Medio
2021,Servicios,Bucaramanga,3678316333.0,120503683.93,218,0.157,552769.19,0.0328,Bajo
2021,Construccion,Bogota,3966305943.0,219769740.79,918,-0.1295,239400.59,0.0554,Bajo
2021,Tecnologia,Villavicencio,2118122776.0,4387577.88,474,-0.1686,9256.49,0.0021,Alto
2024,Tecnologia,Cucuta,740740155.0,4240084.31,520,-0.0752,8154.01,0.0057,Alto
2020,Transporte,Bucaramanga,4277757119.0,121500145.78,91,0.052,1335166.44,0.0284,Medio
2023,Tecnologia,Manizales,2627068638.0,115248141.43,30,0.2017,3841604.71,0.0439,Bajo
2024,Transporte,Cucuta,4141594747.0,195613141.52,411,0.2208,475944.38,0.0472,Bajo
2020,Financiero,Bogota,500671703.0,5238768.5,607,0.3913,8630.59,0.0105,Medio
2023,Salud,Villavicencio,4423855694.0,136854244.89,105,-0.1133,1303373.76,0.0309,Bajo
2022,Comercio,Medellin,2453672777.0,115314461.26,261,-0.0378,441817.86,0.047,Bajo
2021,Financiero,Villavicencio,3840452456.0,85781736.34,948,0.2859,90487.06,0.0223,Medio
2020,Tecnologia,Villavicencio,620009793.0,36390266.03,109,0.1982,333855.65,0.0587,Bajo
2020,Servicios,Cucuta,4521849065.0,52968893.69,324,0.3685,163484.24,0.0117,Medio
2024,Transporte,Bucaramanga,3084290114.0,166492557.45,28,0.3585,5946162.77,0.054,Bajo
2021,Financiero,Cartagena,2682575198.0,89585101.58,389,0.3579,230295.89,0.0334,Bajo
2023,Construccion,Cucuta,3549647226.0,106827023.58,478,0.3316,223487.5,0.0301,Bajo
2022,Educacion,Pereira,225037566.0,7320776.8,893,0.0351,8197.96,0.0325,Bajo
2022,Construccion,Cali,4604177525.0,167638847.73,543,-0.1463,308727.16,0.0364,Bajo
2022,Educacion,Cucuta,2694591858.0,39649332.79,586,0.0556,67660.98,0.0147,Medio
2022,Educacion,Manizales,832190471.0,43745174.94,328,0.1782,133369.44,0.0526,Bajo
2020,Transporte,Medellin,744378283.0,25465989.42,933,0.1746,27294.74,0.0342,Bajo
2022,Tecnologia,Pereira,4329221599.0,144872036.35,78,0.1727,1857333.8,0.0335,Bajo
2020,Educacion,Manizales,997302844.0,6170819.05,978,-0.1177,6309.63,0.0062,Alto
2020,Agropecuario,Cucuta,2036950475.0,24653646.53,744,0.2227,33136.62,0.0121,Medio
2023,Comercio,Barranquilla,3684595863.0,98299908.56,535,0.228,183738.15,0.0267,Medio
2024,Salud,Villavicencio,4517234967.0,151379004.99,966,0.1261,156707.04,0.0335,Bajo
2023,Transporte,Bogota,4471215481.0,197023861.14,531,0.144,371043.05,0.0441,Bajo
2021,Tecnologia,Manizales,3918485025.0,188053791.82,314,-0.0701,598897.43,0.048,Bajo
2021,Tecnologia,Cucuta,1269145913.0,69697780.08,287,-0.0005,242849.41,0.0549,Bajo
2023,Construccion,Bogota,3198696462.0,50142578.45,813,0.2153,61675.99,0.0157,Medio
2024,Manufactura,Cali,2766740905.0,43652290.17,353,0.0832,123660.88,0.0158,Medio
2022,Agropecuario,Bogota,3719556036.0,22353421.86,572,-0.0893,39079.41,0.006,Alto
2024,Educacion,Medellin,2596565133.0,82725024.15,103,0.1354,803155.57,0.0319,Bajo
2021,Construccion,Cucuta,1390665688.0,80972781.72,85,0.3077,952620.96,0.0582,Bajo
2020,Servicios,Cucuta,1446680702.0,52265583.09,479,-0.1649,109113.95,0.0361,Bajo
2022,Agropecuario,Bucaramanga,1068026902.0,30246301.21,414,0.3244,73058.7,0.0283,Medio
2023,Transporte,Cucuta,1497417609.0,61131539.74,380,0.0301,160872.47,0.0408,Bajo
2021,Transporte,Manizales,4124134475.0,177309237.56,595,-0.0165,297998.72,0.043,Bajo
2021,Educacion,Barranquilla,4502469880.0,167137144.09,706,0.1815,236738.16,0.0371,Bajo
2024,Agropecuario,Cali,3407763888.0,173666074.91,575,0.0401,302027.96,0.051,Bajo
2020,Tecnologia,Cartagena,3779196750.0,129899058.9,270,-0.1773,481107.63,0.0344,Bajo
2022,Agropecuario,Bucaramanga,4873122888.0,159876600.07,39,-0.2164,4099400.0,0.0328,Bajo
2020,Tecnologia,Bucaramanga,574458102.0,8635638.08,504,0.357,17134.2,0.015,Medio
2024,Financiero,Cucuta,493708576.0,15512135.31,225,0.1973,68942.82,0.0314,Bajo
2021,Transporte,Manizales,71217066.0,214222.92,236,0.1654,907.72,0.003,Alto
2023,Salud,Pereira,2541563046.0,72116626.82,514,0.0891,140304.72,0.0284,Medio
2024,Agropecuario,Cartagena,2914160171.0,95789054.91,170,-0.2305,563465.03,0.0329,Bajo
2023,Salud,Barranquilla,666509747.0,28574262.11,765,0.2264,37351.98,0.0429,Bajo
2021,Financiero,Cartagena,453300480.0,20121151.36,688,0.0384,29245.86,0.0444,Bajo
2021,Educacion,Bogota,4187543150.0,51400784.76,821,0.1801,62607.53,0.0123,Medio
2022,Transporte,Cartagena,4107087193.0,97375802.99,433,0.0732,224886.38,0.0237,Medio
2023,Servicios,Cucuta,3618590361.0,189601430.41,763,0.2495,248494.67,0.0524,Bajo
2020,Servicios,Manizales,4048394183.0,194888082.92,983,0.1897,198258.48,0.0481,Bajo
2024,Salud,Medellin,4091028894.0,164522188.59,72,0.1835,2285030.4,0.0402,Bajo
2023,Construccion,Manizales,507813593.0,11282233.08,981,0.3996,11500.75,0.0222,Medio
2023,Comercio,Cali,3771325728.0,96548434.21,707,0.2391,136560.73,0.0256,Medio
2023,Servicios,Medellin,2485316300.0,46584183.54,990,0.321,47054.73,0.0187,Medio
2023,Tecnologia,Pereira,3336469733.0,69958841.69,633,0.0348,110519.5,0.021,Medio
2024,Educacion,Medellin,3476583528.0,70913096.49,384,0.2816,184669.52,0.0204,Medio
2022,Agropecuario,Cartagena,1460386644.0,30413980.32,95,0.1464,320147.16,0.0208,Medio
2022,Transporte,Manizales,3037008916.0,73083623.78,624,0.0417,117121.19,0.0241,Medio
2020,Financiero,Medellin,2393707359.0,56607837.22,959,-0.2405,59027.98,0.0236,Medio
2021,Tecnologia,Barranquilla,2641791970.0,31093295.34,993,0.1527,31312.48,0.0118,Medio
2020,Educacion,Medellin,2379434196.0,123905113.68,835,0.3007,148389.36,0.0521,Bajo
2020,Transporte,Cali,4455099124.0,219183947.99,684,-0.0029,320444.37,0.0492,Bajo
2022,Comercio,Bogota,1106861134.0,36469909.63,802,0.0063,45473.7,0.0329,Bajo
2022,Comercio,Bucaramanga,3541747141.0,160507700.36,383,0.3711,419080.16,0.0453,Bajo
2022,Salud,Cartagena,3582152852.0,47840092.55,355,0.1709,134760.82,0.0134,Medio
2021,Manufactura,Manizales,2861885347.0,159601632.33,802,-0.1218,199004.53,0.0558,Bajo
2023,Financiero,Cali,1560207957.0,20726399.66,353,0.0658,58715.01,0.0133,Medio
2021,Servicios,Medellin,4042626844.0,196372628.65,310,0.1276,633460.09,0.0486,Bajo
2024,Educacion,Villavicencio,1826179843.0,90841659.77,369,-0.1323,246183.36,0.0497,Bajo
2021,Transporte,Villavicencio,3741162731.0,46852167.76,928,-0.13,50487.25,0.0125,Medio
2021,Manufactura,Cucuta,509032887.0,24442548.23,464,-0.0832,52677.91,0.048,Bajo
2022,Transporte,Bucaramanga,4718796789.0,230029866.82,404,-0.0072,569380.86,0.0487,Bajo
2020,Transporte,Bucaramanga,2769364457.0,23577405.18,160,0.141,147358.78,0.0085,Alto
2024,Servicios,Medellin,3459103897.0,49460345.45,29,-0.1364,1705529.15,0.0143,Medio
2023,Salud,Villavicencio,3657176828.0,199468583.17,171,-0.0203,1166482.94,0.0545,Bajo
2022,Educacion,Bucaramanga,1347339971.0,24169594.99,550,0.3033,43944.72,0.0179,Medio
2023,Tecnologia,Barranquilla,2917104969.0,142800277.0,934,0.1555,152891.09,0.049,Bajo
2023,Transporte,Medellin,1870829110.0,67393421.19,706,-0.0971,95458.1,0.036,Bajo
2021,Educacion,Villavicencio,980890358.0,32419181.53,681,-0.2346,47605.26,0.0331,Bajo
2022,Financiero,Bucaramanga,1038899746.0,38658970.21,179,0.1647,215971.9,0.0372,Bajo
2022,Comercio,Cartagena,1728928461.0,66835011.49,460,0.0729,145293.5,0.0387,Bajo
2022,Comercio,Villavicencio,2614296966.0,110632823.25,854,0.0378,129546.63,0.0423,Bajo
2020,Financiero,Cucuta,3132058918.0,137879426.84,478,0.3943,288450.68,0.044,Bajo
2022,Manufactura,Villavicencio,2640807619.0,116226304.32,573,0.3386,202838.23,0.044,Bajo
2022,Manufactura,Barranquilla,391103597.0,6791097.8,760,0.3312,8935.66,0.0174,Medio
2024,Tecnologia,Cali,1773088968.0,36801437.8,910,-0.0267,40441.14,0.0208,Medio
2020,Comercio,Bucaramanga,348173123.0,9630390.7,847,-0.2061,11370.0,0.0277,Medio
2023,Comercio,Villavicencio,350353963.0,5449861.26,168,-0.0738,32439.65,0.0156,Medio
2022,Servicios,Medellin,2339036277.0,35993307.69,77,-0.0335,467445.55,0.0154,Medio
2022,Salud,Cartagena,4569761025.0,272632321.82,789,-0.0141,345541.6,0.0597,Bajo
2021,Manufactura,Cali,3188120033.0,88911682.68,135,-0.2109,658605.06,0.0279,Medio
2024,Salud,Manizales,4726220345.0,271957430.64,864,0.1627,314765.54,0.0575,Bajo
2024,Tecnologia,Cali,913003640.0,10853532.01,637,-0.1872,17038.51,0.0119,Medio
2022,Transporte,Bucaramanga,3579631798.0,164152868.8,676,-0.0544,242829.69,0.0459,Bajo
2022,Construccion,Cucuta,4032198415.0,97524864.76,298,0.0096,327264.65,0.0242,Medio
2020,Servicios,Barranquilla,4430979829.0,263927073.62,891,0.2496,296214.45,0.0596,Bajo
2023,Agropecuario,Pereira,3666505464.0,150144827.7,103,0.1553,1457716.77,0.041,Bajo
2020,Educacion,Bogota,3763798943.0,35407494.62,803,0.0794,44094.02,0.0094,Alto
2022,Agropecuario,Medellin,205307661.0,1811561.64,682,-0.079,2656.25,0.0088,Alto
2023,Salud,Bucaramanga,1537440641.0,86624869.37,988,0.0813,87676.99,0.0563,Bajo
2024,Educacion,Pereira,1755022643.0,31981435.8,685,0.1404,46688.23,0.0182,Medio
2020,Manufactura,Cucuta,744771973.0,41204311.63,958,0.1235,43010.76,0.0553,Bajo
2020,Financiero,Manizales,549789865.0,18310472.1,448,-0.0026,40871.59,0.0333,Bajo
2022,Financiero,Barranquilla,4951751874.0,236801515.97,967,0.2822,244882.64,0.0478,Bajo
2020,Transporte,Bucaramanga,1780786708.0,5926176.53,878,0.2017,6749.63,0.0033,Alto
2023,Construccion,Cali,2520307777.0,24412787.43,841,-0.0461,29028.28,0.0097,Alto
2020,Comercio,Bucaramanga,2141915021.0,21576549.75,355,0.2471,60779.01,0.0101,Medio
2023,Construccion,Medellin,1413787187.0,44037820.19,956,0.2864,46064.67,0.0311,Bajo
2021,Agropecuario,Cali,1628548340.0,14758215.86,936,-0.2332,15767.32,0.0091,Alto
2023,Transporte,Pereira,1048800462.0,60684304.22,975,0.2549,62240.31,0.0579,Bajo
2024,Educacion,Villavicencio,2223862733.0,117451311.37,847,0.3034,138667.43,0.0528,Bajo
2021,Educacion,Medellin,2711110013.0,100170319.15,682,-0.1512,146877.3,0.0369,Bajo
2023,Financiero,Cartagena,2474256004.0,116993146.45,797,-0.1124,146791.9,0.0473,Bajo
2022,Comercio,Pereira,4593132924.0,174221525.91,482,0.3894,361455.45,0.0379,Bajo
2021,Transporte,Cucuta,782999560.0,8026108.32,348,0.2588,23063.53,0.0103,Medio
2021,Salud,Medellin,4778955762.0,58831098.33,419,-0.2095,140408.35,0.0123,Medio
2022,Agropecuario,Pereira,1033094823.0,50838880.99,378,-0.1065,134494.39,0.0492,Bajo
2020,Educacion,Bucaramanga,2729612211.0,109271762.35,441,0.027,247781.77,0.04,Bajo
2021,Construccion,Cucuta,3452016228.0,184417216.51,593,0.1751,310990.25,0.0534,Bajo
2020,Manufactura,Villavicencio,1629514374.0,52925434.18,545,-0.135,97110.89,0.0325,Bajo
2020,Comercio,Pereira,3354139349.0,194210343.44,202,0.0205,961437.34,0.0579,Bajo
2021,Servicios,Villavicencio,1847790100.0,5752451.55,610,0.1284,9430.25,0.0031,Alto
2021,Construccion,Manizales,638881721.0,8306932.56,920,-0.1101,9029.27,0.013,Medio
2021,Financiero,Barranquilla,3633305689.0,58095411.81,232,-0.1207,250411.26,0.016,Medio
2021,Salud,Cali,4171350316.0,18657307.59,484,-0.1787,38548.16,0.0045,Alto
2024,Comercio,Bucaramanga,2194622484.0,111865857.19,202,-0.153,553791.37,0.051,Bajo
2021,Servicios,Manizales,4989421379.0,260199835.43,643,0.2293,404665.37,0.0522,Bajo
2022,Servicios,Medellin,2687459164.0,66862973.94,441,0.0051,151616.72,0.0249,Medio
2020,Servicios,Bogota,4153131240.0,32912205.84,139,-0.045,236778.46,0.0079,Alto
2022,Manufactura,Villavicencio,3524128001.0,96494082.52,48,-0.0684,2010293.39,0.0274,Medio
2022,Comercio,Cali,4510007225.0,75215145.35,251,0.05,299661.93,0.0167,Medio
2022,Comercio,Cali,2177950582.0,87646236.16,974,0.0426,89985.87,0.0402,Bajo
2023,Agropecuario,Medellin,2686824654.0,143972620.86,874,0.087,164728.4,0.0536,Bajo
2020,Transporte,Cucuta,503950020.0,22562426.26,468,0.0381,48210.31,0.0448,Bajo
2022,Agropecuario,Villavicencio,4523951052.0,19024422.96,106,0.2156,179475.69,0.0042,Alto
2020,Transporte,Manizales,3495124530.0,21435215.01,683,-0.2269,31383.92,0.0061,Alto
2021,Financiero,Bogota,1323610605.0,78770883.37,455,0.2535,173122.82,0.0595,Bajo
2024,Tecnologia,Cucuta,3416578674.0,43531800.55,510,0.0179,85356.47,0.0127,Medio
2020,Comercio,Cucuta,2885978589.0,144792427.38,539,-0.0777,268631.59,0.0502,Bajo
2023,Educacion,Medellin,4699807470.0,31798693.9,239,0.3343,133048.93,0.0068,Alto
2023,Transporte,Medellin,1690418241.0,68810711.07,982,-0.1711,70072.01,0.0407,Bajo
2020,Salud,Villavicencio,4642412264.0,182662426.73,397,0.0609,460106.87,0.0393,Bajo
2021,Construccion,Cali,4209627633.0,87090877.92,695,-0.0597,125310.62,0.0207,Medio
2022,Financiero,Villavicencio,4834407297.0,178433778.03,712,0.3482,250609.24,0.0369,Bajo
2024,Salud,Cartagena,4895134346.0,22207591.03,292,0.3533,76053.39,0.0045,Alto
2024,Agropecuario,Bucaramanga,458072136.0,10803946.2,846,0.1076,12770.62,0.0236,Medio
2023,Agropecuario,Villavicencio,4866811732.0,200546574.69,454,0.3265,441732.54,0.0412,Bajo
2023,Construccion,Medellin,2933876985.0,144713254.79,650,0.3215,222635.78,0.0493,Bajo
2024,Manufactura,Cartagena,1133366929.0,44079024.81,680,0.386,64822.1,0.0389,Bajo
2023,Manufactura,Cartagena,2868193643.0,14695981.77,275,0.1043,53439.93,0.0051,Alto
2022,Transporte,Cartagena,1206769112.0,68023774.17,816,0.2232,83362.47,0.0564,Bajo
2023,Construccion,Pereira,4910738076.0,205009981.7,455,0.2816,450571.39,0.0417,Bajo
2023,Salud,Bucaramanga,2147636814.0,67305769.85,107,-0.0275,629025.89,0.0313,Bajo
2022,Servicios,Cucuta,2585524028.0,116655171.65,534,-0.0566,218455.38,0.0451,Bajo
2020,Construccion,Medellin,700985494.0,29410090.01,826,0.1252,35605.44,0.042,Bajo
2020,Educacion,Medellin,3318992127.0,90145252.38,155,0.05,581582.27,0.0272,Medio
2022,Servicios,Manizales,3235629035.0,142803773.93,468,-0.0694,305136.27,0.0441,Bajo
2020,Financiero,Manizales,1774404959.0,94095552.59,885,-0.1174,106322.66,0.053,Bajo
2024,Salud,Medellin,2691311450.0,34732543.93,956,-0.0061,36331.11,0.0129,Medio
2023,Salud,Cartagena,2430384755.0,78747460.06,253,0.2446,311254.78,0.0324,Bajo
2020,Tecnologia,Villavicencio,97380429.0,1338384.2,437,0.2431,3062.66,0.0137,Medio
2022,Salud,Medellin,4984436594.0,253380253.17,89,0.3198,2846969.14,0.0508,Bajo
2024,Agropecuario,Barranquilla,585642809.0,13681759.64,400,0.1682,34204.4,0.0234,Medio
2021,Transporte,Barranquilla,63822356.0,235258.14,961,-0.0189,244.81,0.0037,Alto
2020,Salud,Manizales,1715045420.0,12680114.75,138,0.3183,91884.89,0.0074,Alto
2022,Construccion,Bucaramanga,2808767117.0,123466314.27,760,0.127,162455.68,0.044,Bajo
2024,Manufactura,Cartagena,3069119091.0,105940728.94,785,0.0663,134956.34,0.0345,Bajo
2024,Financiero,Villavicencio,1208871198.0,4025665.67,934,0.0739,4310.13,0.0033,Alto
2024,Comercio,Villavicencio,4984916306.0,26898378.56,128,0.2349,210143.58,0.0054,Alto
2022,Comercio,Cali,3437075486.0,171364261.63,38,0.0361,4509585.83,0.0499,Bajo
2022,Tecnologia,Pereira,4870571485.0,102453346.47,202,-0.0967,507194.78,0.021,Medio
2022,Comercio,Cali,997521139.0,5613499.5,495,0.2282,11340.4,0.0056,Alto
2021,Financiero,Cartagena,3200855992.0,179633873.06,832,-0.1372,215906.1,0.0561,Bajo
2020,Servicios,Bogota,558250074.0,23325281.18,578,0.2959,40355.16,0.0418,Bajo
2020,Agropecuario,Barranquilla,3228217318.0,113531856.88,419,-0.1181,270959.09,0.0352,Bajo
2023,Educacion,Cucuta,162513996.0,6925471.15,881,0.2906,7860.92,0.0426,Bajo
2022,Servicios,Pereira,3046472517.0,97635082.97,896,0.2587,108967.73,0.032,Bajo
2022,Salud,Villavicencio,1163671081.0,59880448.49,941,0.3173,63634.91,0.0515,Bajo
2024,Construccion,Bogota,2033127359.0,26011592.0,68,0.0329,382523.41,0.0128,Medio
2021,Servicios,Villavicencio,4918259397.0,189883654.51,657,0.2232,289016.22,0.0386,Bajo
2020,Construccion,Bucaramanga,3400989591.0,150702872.93,857,-0.2128,175849.33,0.0443,Bajo
2023,Educacion,Cucuta,4926308667.0,123810401.94,615,0.177,201317.73,0.0251,Medio
2024,Transporte,Cartagena,4402531156.0,26413271.61,895,-0.221,29512.04,0.006,Alto
2022,Manufactura,Manizales,1110765858.0,19977696.72,289,-0.0878,69126.98,0.018,Medio
2020,Salud,Cartagena,1201648325.0,6959030.41,832,0.3045,8364.22,0.0058,Alto
2020,Tecnologia,Villavicencio,319093459.0,12107225.12,894,-0.1595,13542.76,0.0379,Bajo
2023,Agropecuario,Bucaramanga,3365103706.0,74523293.65,658,-0.0961,113257.29,0.0221,Medio
2020,Manufactura,Cartagena,4187747603.0,39462469.39,963,0.3589,40978.68,0.0094,Alto
2024,Comercio,Bogota,2173780260.0,128068766.7,101,-0.1558,1268007.59,0.0589,Bajo
2021,Tecnologia,Barranquilla,900822873.0,11790925.25,324,0.0516,36391.74,0.0131,Medio
2021,Tecnologia,Bucaramanga,4117488596.0,153560015.32,464,-0.1758,330948.31,0.0373,Bajo
2022,Construccion,Bogota,4726533240.0,242640040.65,308,0.0902,787792.34,0.0513,Bajo
2023,Educacion,Cali,1026716348.0,53274362.81,973,0.1027,54752.69,0.0519,Bajo
2021,Educacion,Manizales,3090128597.0,104547214.83,629,-0.1969,166211.79,0.0338,Bajo
2021,Agropecuario,Manizales,1890954185.0,21963287.88,533,0.1817,41206.92,0.0116,Medio
2022,Construccion,Cartagena,2923429057.0,22389448.6,163,0.0176,137358.58,0.0077,Alto
2020,Educacion,Bogota,3268149030.0,109924350.89,363,0.2615,302821.9,0.0336,Bajo
2023,Construccion,Pereira,2022420233.0,118771857.03,262,0.2611,453327.7,0.0587,Bajo
2024,Educacion,Villavicencio,3795794324.0,43852692.25,402,0.243,109086.3,0.0116,Medio
2023,Educacion,Bucaramanga,929958391.0,8669741.13,98,0.3217,88466.75,0.0093,Alto
2020,Educacion,Bogota,4115779068.0,115949242.09,77,0.238,1505834.31,0.0282,Medio
2022,Servicios,Villavicencio,166683198.0,5674861.1,779,0.0516,7284.8,0.034,Bajo
2023,Salud,Medellin,1728165545.0,53353871.7,793,-0.0082,67281.05,0.0309,Bajo
2023,Construccion,Barranquilla,3580906200.0,89694970.53,446,0.2541,201109.8,0.025,Medio
2023,Financiero,Cartagena,890135434.0,12300296.11,605,-0.1889,20331.07,0.0138,Medio
2024,Construccion,Cartagena,2530744611.0,45638481.71,91,0.2686,501521.78,0.018,Medio
2022,Salud,Barranquilla,891129870.0,49079177.17,123,0.0881,399017.7,0.0551,Bajo
2022,Servicios,Medellin,3941855618.0,213005294.31,894,0.3893,238260.96,0.054,Bajo
2024,Construccion,Manizales,2618874203.0,35922858.52,539,0.3311,66647.23,0.0137,Medio
2024,Manufactura,Pereira,1395020516.0,38417132.77,985,0.379,39002.17,0.0275,Medio
2022,Servicios,Barranquilla,3839949471.0,33881223.21,926,0.0784,36588.79,0.0088,Alto
2020,Servicios,Bucaramanga,2134600940.0,126108804.98,552,0.2214,228457.98,0.0591,Bajo
2021,Servicios,Villavicencio,746787190.0,7116832.66,856,0.1138,8314.06,0.0095,Alto
2021,Construccion,Cali,176118083.0,7700324.66,949,-0.1137,8114.15,0.0437,Bajo
2023,Transporte,Villavicencio,854928188.0,18412373.89,284,0.2824,64832.3,0.0215,Medio
2024,Transporte,Villavicencio,4820628229.0,208222612.56,959,0.3922,217124.73,0.0432,Bajo
2024,Salud,Pereira,1586731860.0,26578829.55,150,0.3219,177192.2,0.0168,Medio
2021,Transporte,Medellin,4777201981.0,208794739.91,694,-0.1577,300856.97,0.0437,Bajo
2023,Transporte,Bucaramanga,3226864050.0,90740568.36,333,0.149,272494.2,0.0281,Medio
2022,Financiero,Bogota,2716867887.0,96395788.64,292,0.2969,330122.56,0.0355,Bajo
2022,Agropecuario,Medellin,3673824221.0,215977095.74,950,-0.2298,227344.31,0.0588,Bajo
2022,Transporte,Cucuta,2954160527.0,24129394.48,502,0.1961,48066.52,0.0082,Alto
2020,Comercio,Pereira,767826501.0,39645002.23,143,0.3946,277237.78,0.0516,Bajo
2022,Construccion,Medellin,1249481686.0,8084802.1,598,0.2012,13519.74,0.0065,Alto
2024,Financiero,Manizales,975693742.0,19228991.05,210,-0.2055,91566.62,0.0197,Medio
2023,Transporte,Villavicencio,1355439860.0,34810091.86,673,0.3373,51723.76,0.0257,Medio
2024,Comercio,Cucuta,3340223142.0,163099654.79,783,0.1822,208300.96,0.0488,Bajo
2024,Manufactura,Pereira,3804775173.0,155624717.93,426,-0.1401,365316.24,0.0409,Bajo
2024,Transporte,Manizales,2397836231.0,22715242.84,678,0.3849,33503.31,0.0095,Alto
2021,Comercio,Cucuta,4422277104.0,19623550.22,875,-0.2323,22426.91,0.0044,Alto
2020,Salud,Medellin,1305067730.0,76243396.74,918,0.2401,83053.81,0.0584,Bajo
2024,Servicios,Bogota,3655457179.0,11128601.55,346,0.1539,32163.59,0.003,Alto
2021,Transporte,Cucuta,1358895994.0,52232986.58,652,-0.067,80111.94,0.0384,Bajo
2024,Agropecuario,Villavicencio,1982057587.0,16906282.56,953,-0.1718,17740.07,0.0085,Alto
2021,Salud,Pereira,4759579687.0,82208961.8,284,-0.2419,289468.18,0.0173,Medio
2022,Educacion,Cartagena,3591350029.0,131819547.84,758,-0.1029,173904.42,0.0367,Bajo
2022,Financiero,Bogota,256771907.0,1473997.52,795,0.3202,1854.08,0.0057,Alto
2022,Construccion,Pereira,2597867245.0,56486827.54,651,-0.1295,86769.32,0.0217,Medio
2020,Agropecuario,Cartagena,2331987087.0,37058982.33,900,-0.0646,41176.65,0.0159,Medio
2022,Tecnologia,Villavicencio,4325371583.0,206628749.38,488,0.0889,423419.57,0.0478,Bajo
2021,Salud,Medellin,1133651375.0,56931590.96,982,0.0674,57975.14,0.0502,Bajo
2024,Servicios,Pereira,453113980.0,14709849.63,924,0.185,15919.75,0.0325,Bajo
2022,Educacion,Cali,327828065.0,17368585.35,84,-0.2337,206768.87,0.053,Bajo
2024,Construccion,Bucaramanga,1898671662.0,12850228.22,457,0.0325,28118.66,0.0068,Alto
2024,Educacion,Pereira,640660110.0,23647763.45,45,-0.1429,525505.85,0.0369,Bajo
2021,Agropecuario,Medellin,2761445298.0,76835212.02,524,0.2067,146632.08,0.0278,Medio
2023,Agropecuario,Pereira,615619035.0,4952678.88,425,0.2614,11653.36,0.008,Alto
2020,Salud,Bucaramanga,2851281877.0,49142377.11,181,0.0574,271504.85,0.0172,Medio
2021,Manufactura,Pereira,2224396160.0,39148524.61,953,-0.2039,41079.25,0.0176,Medio
2023,Manufactura,Barranquilla,62545745.0,1437769.03,799,0.1426,1799.46,0.023,Medio
2021,Servicios,Medellin,651398919.0,10327074.12,381,0.3815,27105.18,0.0159,Medio
2022,Construccion,Manizales,2081396460.0,62355268.93,443,0.0553,140756.81,0.03,Medio
2024,Agropecuario,Bogota,2268662540.0,75198073.89,68,-0.245,1105854.03,0.0331,Bajo
2022,Financiero,Cali,3674628627.0,30372619.91,621,0.0509,48909.21,0.0083,Alto
2024,Educacion,Cali,2506930224.0,36785617.11,637,-0.0592,57748.22,0.0147,Medio
2021,Servicios,Villavicencio,3557623255.0,25086155.15,572,0.2818,43856.91,0.0071,Alto
2021,Transporte,Bogota,1532722098.0,81283372.39,202,0.3182,402392.93,0.053,Bajo
2023,Salud,Barranquilla,2950907711.0,126095262.27,678,0.0429,185981.21,0.0427,Bajo
2023,Financiero,Bucaramanga,1229962925.0,14245219.64,187,0.0242,76177.65,0.0116,Medio
2023,Manufactura,Manizales,1158845676.0,43176854.42,259,-0.0571,166706.0,0.0373,Bajo
2021,Tecnologia,Cucuta,56722055.0,2952216.72,193,-0.2168,15296.46,0.052,Bajo
2021,Salud,Villavicencio,3613051438.0,19699919.52,706,0.3165,27903.57,0.0055,Alto
2023,Transporte,Bucaramanga,4836687937.0,196306372.36,692,0.0466,283679.73,0.0406,Bajo
2023,Agropecuario,Manizales,4741327460.0,42764166.09,431,0.1072,99220.8,0.009,Alto
2023,Servicios,Barranquilla,354975584.0,9032674.75,774,-0.0194,11670.12,0.0254,Medio
2024,Servicios,Bucaramanga,1822427009.0,74313495.25,124,0.1702,599302.38,0.0408,Bajo
2020,Transporte,Pereira,2599753674.0,95473768.15,929,0.1635,102770.47,0.0367,Bajo
2024,Construccion,Manizales,4842056520.0,181718803.71,559,-0.1383,325078.36,0.0375,Bajo
2020,Tecnologia,Medellin,4862761754.0,218712010.0,624,-0.2068,350500.02,0.045,Bajo
2021,Tecnologia,Cucuta,3034497064.0,80347374.08,438,0.0418,183441.49,0.0265,Medio
2024,Servicios,Cartagena,2529054636.0,63639581.58,376,-0.17,169254.21,0.0252,Medio
2020,Manufactura,Cucuta,977933566.0,21420369.79,298,0.2809,71880.44,0.0219,Medio
