Año,Actividad_Economica,Seccional,Total_Ingresos,Total_Retencion,Numero_Declaraciones,Variacion_Anual,Retencion_Promedio,Ratio_Retencion,Riesgo_Tributario
2023,Educacion,Bogota,4961615950.624023,154067186.58258602,14,-0.13022520686695221,6328438.195891938,0.02841939416951268,Alto
2023,Comercio,Bucaramanga,3005597517.3554754,78607001.14667533,821,-0.05333024400681105,141456.83439776997,0.027372921438373145,Alto
2020,Transporte,Cartagena,4742227099.985392,265633591.32165614,726,0.3350138554365424,345474.87001014483,0.05384617954709195,Bajo
2023,Construccion,Medellin,528222238.22881275,2749629.1757583865,613,0.12110404474035805,4108.550577026307,0.0048301913811816715,Alto
2022,Transporte,Cucuta,4892444495.326517,128171868.53521168,253,-0.07439566728395156,660581.6250066718,0.03141375311085614,Bajo
2020,Educacion,Cali,4869102130.567787,48338722.77355448,70,0.37715805665246677,837645.9551405484,0.011073002373335116,Alto
2020,Transporte,Cartagena,305671141.8416777,11822071.14023867,1015,0.3207710234370313,13245.464670190988,0.03693918612231163,Bajo
2024,Financiero,Medellin,3479242295.936454,12895762.542872772,390,0.06561712819904468,31410.87492203894,0.0029686191990284214,Medio
2020,Financiero,Bucaramanga,1576973053.4933853,67144758.06946492,653,0.3013952157762502,133186.4434759817,0.04343631756863549,Bajo
2020,Transporte,Cartagena,3141527893.4616714,76279826.14760827,1035,0.06972919290151648,76168.13907444723,0.022677181760879565,Alto
2024,Manufactura,Cucuta,2550593517.2854543,121494244.35701188,982,0.09765404147235204,136570.13564322476,0.03368775692821016,Medio
2022,Manufactura,Pereira,3222516217.9347095,101882329.20102192,44,-0.04829678939687573,1824568.2956803592,0.027735652172789928,Bajo
2024,Manufactura,Bucaramanga,2431398153.6967745,38136494.970760584,1233,0.07710989232546289,37138.18655418736,0.01366671594487107,Medio
2020,Transporte,Cartagena,3566790613.526504,74258282.7781589,977,0.13173460378511698,86878.6644209671,0.021672883130053985,Alto
2022,Servicios,Medellin,1238086272.4717724,59631881.21857978,796,-0.16824206991680807,72002.77150836284,0.03495390619383685,Medio
2021,Manufactura,Cartagena,2406161544.988675,4360325.377424799,455,-0.15498982211243714,7227.540604447288,0.0020500289135706277,Medio
2020,Agropecuario,Bogota,3700535247.50801,182873111.10278076,287,0.11124033565331885,591746.5596784967,0.048670079931793224,Bajo
2023,Servicios,Cali,1162467534.147124,47533993.213700905,532,0.16532832130884317,71039.53232366641,0.04458365431091187,Medio
2020,Agropecuario,Barranquilla,1679386028.2781274,62173776.49657455,996,0.28968920234501555,51439.381455091745,0.03745204116659047,Medio
2022,Educacion,Manizales,2818801287.7268424,20914545.645457037,776,0.1303819857116077,23537.921884197123,0.0079460735496792,Bajo
2020,Tecnologia,Manizales,3733214100.281602,220654936.4481102,632,0.19923573941139977,289846.93683479464,0.053395032556642436,Bajo
2023,Tecnologia,Cucuta,2676941095.349885,12402038.741592048,221,0.04895519350102368,61478.06898208709,0.005017829955211999,Bajo
2022,Salud,Cucuta,1432908510.0755832,8851084.957668506,615,0.25816369751076357,14083.024691251312,0.006061746899420873,Bajo
2020,Construccion,Bucaramanga,2630132737.1831307,147340217.71368122,577,0.13337723239605473,264354.7107104575,0.04804643313725904,Bajo
2022,Tecnologia,Cucuta,1151567162.129533,5483185.466570215,104,-0.02485419846522633,56533.98103117504,0.004470126445272172,Medio
2021,Construccion,Villavicencio,4507277439.30194,212462339.77185547,839,0.26130249408822587,343082.41990724206,0.039687726227849024,Alto
2023,Agropecuario,Bucaramanga,1860998478.097284,83292166.99067564,228,0.22574234315169245,424792.12850587786,0.05113239549122426,Bajo
2021,Transporte,Bucaramanga,2602236134.523099,147027305.49731943,586,-0.12008123475072995,245659.57710444764,0.060349358916466776,Medio
2021,Salud,Villavicencio,4416044918.74854,117805111.8038178,1020,0.4916875759757295,143992.30212939385,0.03204983144883616,Medio
2024,Servicios,Cucuta,1234463116.319533,45143604.96768524,818,0.3395578913060695,47203.560853674215,0.02787776059104279,Bajo
2024,Servicios,Cartagena,492989631.6324892,15617457.289968152,244,0.18788657158220506,72011.00647828476,0.02961684722674035,Bajo
2022,Manufactura,Barranquilla,2248459000.1736465,137735537.30952477,771,0.2602623751141473,179274.17214137872,0.05836383170237404,Medio
2024,Agropecuario,Bogota,777787577.0108037,2605000.414957397,721,0.28995276524349645,3327.910557568687,0.003450879694309646,Bajo
2023,Tecnologia,Cartagena,1575233759.6528802,62567773.71765185,437,0.03375423183161997,156284.95133327178,0.043065955219295744,Bajo
2024,Educacion,Pereira,2173525975.671929,85723506.96842642,394,0.19709333955956393,261113.821483552,0.043212581799535986,Bajo
2023,Salud,Bucaramanga,775387931.9075619,3240684.5307071023,242,0.13265291189798595,12725.144326437909,0.003536488357219849,Medio
2023,Manufactura,Bogota,354690871.87213355,19743302.749981556,713,0.2193371075427099,20569.111022031553,0.06269597877601904,Medio
2023,Tecnologia,Medellin,414035614.34051025,21299337.16746523,683,0.3452492538565325,44225.506135888005,0.05740455868397066,Bajo
2023,Agropecuario,Medellin,4094858801.152477,225658897.3074032,165,-0.03764456328324426,1309841.0441545346,0.055182178082123313,Medio
2020,Servicios,Bogota,4368556091.894292,51566131.56767266,180,0.4117216173297577,277789.8693475836,0.011394480187861598,Medio
2023,Salud,Barranquilla,330028216.4528544,20090472.45086515,914,0.21631610458541017,20779.646039354768,0.060519990680309534,Bajo
2024,Financiero,Cucuta,1650349853.0828874,72112199.1707069,146,0.44912206259212734,448564.17868029914,0.04228637777028856,Medio
2024,Construccion,Pereira,2436819287.3110175,68485366.049809,343,-0.06880522061711272,173681.31561094683,0.024495717005696777,Medio
2023,Financiero,Manizales,4339679582.547361,217906249.80110726,544,0.1254334610171988,373860.7935484924,0.044530643205790234,Alto
2020,Educacion,Cartagena,1194132411.0538726,3712369.8226379096,1005,0.24455664351540973,4286.465331074627,0.0025552838216674097,Alto
2023,Educacion,Pereira,1162358940.1701941,33598367.7202877,1103,-0.016579420913596106,38549.53501101633,0.025253504850410623,Medio
2023,Servicios,Bucaramanga,3533349975.6170936,216500002.53591925,810,0.20207127816748177,249139.7215397336,0.050700516881886676,Bajo
2021,Educacion,Bucaramanga,1729970465.3447437,98909091.3414476,728,0.038105846641532076,111329.13131326924,0.045340730875143405,Bajo
2020,Salud,Bogota,1011965182.4427588,6197846.554709807,877,-0.16716248163422268,6419.28851879454,0.005966149189080776,Medio
2024,Financiero,Pereira,4518540475.905796,199394964.8061098,919,0.38519588108072583,219665.64842105025,0.043090179028380665,Medio
2021,Servicios,Bucaramanga,3123234454.7545323,104780676.1726309,763,0.20127253344946947,122784.48801707356,0.0362987456962971,Bajo
2022,Servicios,Bogota,5231657992.642416,120300794.59182157,852,-0.1936653955218901,134705.10932037354,0.02699361065569606,Bajo
2024,Financiero,Barranquilla,1231337522.4810846,37206437.99771989,569,0.371979132398072,66566.92189773069,0.03801737448388343,Medio
2024,Manufactura,Cartagena,3624565542.7234335,29020326.633304887,554,0.3466860446700758,54722.7243874908,0.0069170280649987585,Bajo
2022,Servicios,Cali,76361907.66499345,1161273.357097983,1087,-0.15114402547564382,1201.9257207079313,0.01672865243709745,Alto
2024,Comercio,Villavicencio,1647171051.2297993,111170848.90478145,1209,0.02028527755230125,118956.89852826996,0.05959865405781239,Bajo
2022,Construccion,Bucaramanga,3293728162.365156,135145879.0131564,923,0.428036328813334,155631.59688816874,0.033133755025009606,Bajo
2022,Salud,Cali,206364113.9587451,8150649.75018172,715,0.09151765037329246,7726.594248311456,0.029184868750984912,Bajo
2020,Tecnologia,Medellin,2589417522.189477,155550161.82174748,743,-0.029511952561024915,177368.40283044463,0.05741133899614768,Bajo
2021,Agropecuario,Pereira,4847743767.473224,189231693.88255855,715,0.35319726609992974,271531.71576064,0.04953266769055167,Bajo
2020,Manufactura,Villavicencio,4868233712.9123955,109581761.91747463,369,0.3446729005285719,227178.39090892515,0.022392054445675016,Bajo
2023,Financiero,Barranquilla,2385318457.1355863,75219026.49227157,644,-0.049827011499343925,108768.61876081192,0.037124866507680765,Medio
2022,Transporte,Villavicencio,4226018920.8160777,32197155.51030074,205,0.20117148506862415,124617.61628659538,0.006505237952498557,Bajo
2020,Servicios,Bogota,4408626134.691874,265421689.11933383,771,0.2729241642434946,276829.4656083032,0.06355725126405207,Bajo
2022,Construccion,Pereira,196950515.72971025,2017952.5238564974,498,-0.11045392407284615,3038.4466469299277,0.008378878737073407,Bajo
2024,Tecnologia,Villavicencio,4125079359.4499087,89487225.14176531,432,0.15216302267339799,203432.91862003063,0.02172611440014374,Medio
2024,Financiero,Manizales,716636828.5537498,18356653.900426783,143,0.271898562081724,158656.55668703976,0.03351322805124846,Medio
2020,Comercio,Bogota,4067939462.709115,181940040.49102214,384,0.14981403070889504,429656.8674124801,0.036373678447139186,Bajo
2022,Agropecuario,Cartagena,4871203216.391615,177377660.23901388,427,0.4329157571783781,355189.6541894504,0.03777224106690311,Bajo
2020,Financiero,Bogota,4280567100.855923,224442428.96930516,773,0.08113373014702618,216004.90852098615,0.042931890882248476,Alto
2023,Educacion,Pereira,1125419329.6430767,28752394.782227926,814,-0.11408055871333787,39634.851393675905,0.028673986912901028,Bajo
2021,Educacion,Cucuta,720232689.2294499,5624377.7522367425,705,0.08085424142136878,8969.853314232103,0.009678750440863157,Bajo
2024,Transporte,Cartagena,1947690113.5002203,92461421.69349854,42,0.15680357431269662,1977144.4699397143,0.037860550647999196,Medio
2022,Servicios,Cali,4672199493.330468,73907415.11058132,249,0.07080512469721612,264730.55892690376,0.01692609412850504,Alto
2024,Servicios,Cartagena,4467907572.219047,176738420.1501016,146,0.2458480663134594,1061609.4831195578,0.04223453976788226,Alto
2023,Manufactura,Cali,780095877.9051733,7353496.450975685,78,0.29187095414181063,82661.67052724668,0.009357482209617976,Alto
2020,Comercio,Medellin,268464819.69613165,9657040.878774421,866,0.2870131222112011,16129.350260132676,0.037579338454338355,Bajo
2020,Servicios,Medellin,3689299035.0600595,38586749.84306056,800,0.15774228925781958,37912.166106347744,0.00856352482498283,Bajo
2022,Construccion,Pereira,1793480504.140995,140388501.35379106,230,0.28846595625589966,350365.7537868518,0.051145021618092625,Medio
2024,Construccion,Medellin,1040866631.6329893,8540040.777886257,653,-0.20051027221837114,17789.670840028823,0.01319193575968997,Bajo
2022,Construccion,Villavicencio,2367449453.3094,24420328.431674045,570,0.25587065841708545,48630.326366121146,0.007084700530363313,Bajo
2020,Tecnologia,Cucuta,3376263126.0452805,159145095.17374122,537,0.3120788136114554,362695.5800955728,0.05051944844320502,Medio
2021,Manufactura,Bogota,4423828004.990657,122374195.3573657,440,-0.13651323384407346,363143.6936378111,0.02760661208021465,Medio
2022,Transporte,Manizales,150269403.13587382,2141779.5878442065,391,-0.08469544971408406,7099.371417913351,0.015918891314730732,Medio
2024,Financiero,Bogota,2626669312.613584,173936369.85147044,829,0.32800613947043905,160330.5452783971,0.05371823970075446,Bajo
2022,Comercio,Manizales,966869157.1802833,41891771.34448435,149,0.06951137415660874,393109.49571349984,0.05304549168304622,Bajo
2020,Financiero,Barranquilla,3008039007.5563993,104466094.39838515,1046,0.20633105544569655,102572.80086814241,0.03859760730420321,Bajo
2021,Salud,Pereira,4237006643.0497146,180299615.59944543,520,0.24686989541669394,218358.0534279159,0.03698343195139613,Bajo
2022,Servicios,Medellin,3038452643.518737,19935670.456125785,473,-0.21694325419142763,33364.55945911678,0.005269673963993255,Alto
2024,Manufactura,Cucuta,3074746032.8229237,96983461.05179553,475,0.15928870018509766,204620.23433858057,0.03347956056570838,Bajo
2023,Tecnologia,Pereira,2920344690.342258,68744746.2831159,115,-0.2237190234699415,477723.48801267083,0.021808560077795712,Bajo
2022,Transporte,Bucaramanga,1844648091.2718284,67258741.52126451,820,0.30385441575157457,88246.17038661202,0.045567441815839375,Bajo
2023,Educacion,Cartagena,2002729246.0205414,71118907.29700978,570,0.17426617508872233,136980.22542577857,0.03597044983387295,Medio
2020,Educacion,Pereira,2651772343.460367,113181551.95710362,780,0.20343387587559034,155757.67411242725,0.06067598997662897,Medio
2024,Manufactura,Cartagena,4848975479.392963,184109051.0341581,570,-0.17660125794215709,258222.7538175137,0.036294520915023394,Bajo
2024,Financiero,Bucaramanga,1753582007.9595332,96391471.84604158,568,-0.08567266533516094,174063.63716335798,0.04301593852896649,Medio
2024,Salud,Villavicencio,732331368.3423488,24116597.993035693,163,0.3225140763998624,173212.387202736,0.03302876817554933,Medio
2020,Educacion,Medellin,1706176914.9968534,73942180.49407385,888,-0.2147989984495639,71760.38231491514,0.04476201534505293,Bajo
2022,Transporte,Bucaramanga,3639500752.067911,249151699.06363615,568,-0.24534368971767595,315755.3589232894,0.05876677501991692,Alto
2023,Comercio,Bucaramanga,924829220.9723343,25114971.815318663,542,-0.04349734652154654,45555.61510941049,0.023455650482211748,Alto
2023,Tecnologia,Cartagena,1143678934.83836,33606954.24340508,91,0.3831403487195842,385415.5485903061,0.03713769520092939,Medio
2023,Comercio,Bogota,4384196577.929702,34884076.07750594,273,0.38295913834596207,126525.69055361094,0.006654461289888606,Bajo
2022,Agropecuario,Pereira,267069377.40449074,7353010.645876546,921,-0.030917407675172575,7438.996114987516,0.026033963838206293,Alto
2021,Servicios,Cali,2513174887.6370864,91407253.26661685,680,0.26536694855543586,82572.05207239365,0.03290783990700412,Bajo
2024,Agropecuario,Cali,4504843421.661626,48219941.34216828,769,-0.036723545955001366,49433.14525278999,0.0089764201114343,Bajo
2023,Transporte,Cali,3128994778.7329545,121115125.91650747,862,0.3982612729941163,143433.6423511664,0.03932584029682971,Bajo
2023,Salud,Bucaramanga,4562445065.392024,221548379.84088925,443,0.3178645046274875,412451.1935091336,0.04174420582273706,Medio
2024,Salud,Medellin,3933273300.8137274,71259420.50563224,593,-0.0659568524743764,141848.17496415912,0.02144291130650988,Bajo
2022,Comercio,Cartagena,5166569813.984149,206711396.1305223,843,0.08502116078724302,383052.13820195803,0.0627251805198695,Medio
2020,Manufactura,Bogota,2459056876.2001925,57524465.33216285,447,0.34072656281785996,101862.20551179112,0.02300591212079283,Medio
2020,Comercio,Cucuta,5175940461.075286,261430200.15039754,579,-0.20960776497501185,369009.3059610976,0.04494278631438346,Bajo
2022,Tecnologia,Bogota,1695213935.4758496,116285205.98011711,325,0.051118752908931406,291014.44595557055,0.05787240224396491,Medio
2023,Agropecuario,Barranquilla,2243729187.0834565,143517185.59727296,490,0.3327476507491247,213233.9161127677,0.057597191656838985,Bajo
2023,Manufactura,Medellin,1607024578.9119241,60117739.8830569,773,-0.05931646751199001,107113.9701321183,0.03640207170951552,Bajo
2023,Comercio,Medellin,1295665918.3125796,70897804.13880044,645,0.059779896574460534,85886.63624045125,0.050520268024947725,Bajo
2022,Salud,Bucaramanga,190742656.84426263,1938162.2631453983,507,0.0068446123774486,2624.3926917487024,0.009385541512860352,Bajo
2024,Educacion,Medellin,2095756122.4832673,59976884.143519625,88,-0.19015492410584095,1270090.1525035491,0.03378183209586149,Alto
2021,Agropecuario,Bucaramanga,3634431385.691918,69623379.29423204,678,0.38788219870532886,103612.15586069832,0.015617317666829434,Bajo
2022,Tecnologia,Pereira,435479887.99587005,20733669.63987827,464,0.028186772906750368,54444.69206053209,0.04624186948479232,Bajo
2020,Educacion,Pereira,909403274.504689,2705239.0150345094,1205,0.26936682534243556,2256.3927319486884,0.002916917766598817,Medio
2021,Comercio,Manizales,3228440559.564268,167840078.3937139,604,-0.017387229782744373,280825.3712542487,0.04039860682662146,Medio
2022,Manufactura,Bucaramanga,1863400413.1801367,74714478.35698009,560,0.00342676621215017,97894.2565569221,0.04080992790545422,Medio
2020,Educacion,Pereira,2173719703.3410444,92415700.23871666,236,0.15713130773739442,352351.47390996164,0.04524210021642223,Medio
2023,Manufactura,Bucaramanga,3938233519.319956,70391429.32236649,484,0.23906593719212488,196845.02780921172,0.02356365447136909,Medio
2020,Financiero,Villavicencio,3849213028.3172836,109626170.03701302,71,0.2016388936004054,1613523.014278582,0.028001742895510485,Bajo
2020,Salud,Barranquilla,457953714.23247546,14091609.180728573,657,-0.22150631298204648,20985.376027178496,0.0363778634357112,Bajo
2024,Tecnologia,Medellin,3721151759.666946,184851447.0100336,988,-0.27023802983992207,224374.47447665982,0.04618819058907486,Bajo
2023,Servicios,Pereira,3543313125.560598,88620055.54992633,770,0.23937663787773394,124252.7604381472,0.02519223628480593,Bajo
2021,Construccion,Villavicencio,2871132421.708063,155697927.64027444,280,0.26511257060220283,590910.3859438861,0.0530472494064896,Bajo
2024,Educacion,Bucaramanga,4696413167.3658905,227959948.1969775,720,0.14244415012687783,376612.21014743974,0.04382951793135787,Medio
2020,Comercio,Manizales,1648279448.9833565,51684737.5925123,722,0.11632280303036006,67512.4054975211,0.028374887005848306,Bajo
2024,Servicios,Cartagena,4709894924.799982,255413048.59822705,902,0.15396629153528185,333784.11686702096,0.055795868542757726,Alto
2021,Comercio,Barranquilla,1804579109.1244323,38437217.55350629,548,0.11601703383986559,78461.23027840335,0.021194136850097085,Alto
2022,Agropecuario,Bucaramanga,2301368979.4050064,121107729.56807303,542,-0.02039528360853024,216024.92142636707,0.050165947804793685,Bajo
2024,Manufactura,Cartagena,1979233492.410655,114486305.21808423,840,0.3442564609746191,157043.3903839532,0.0648194250073587,Medio
2021,Transporte,Villavicencio,4877444271.726331,260297217.48472178,715,-0.12625698311389064,292892.71590509627,0.04374225578991537,Medio
2021,Financiero,Villavicencio,4140804845.027105,10699499.289093876,389,-0.167309340095697,31014.595441626385,0.0031107377947997444,Bajo
2024,Transporte,Cartagena,4645342311.624101,158700556.02080682,815,0.018070338554448978,175866.96543067752,0.03056102414649601,Alto
2022,Educacion,Cucuta,3609171787.136934,125831998.75886323,646,-0.18558743568479136,199774.09641697354,0.04419086194284149,Bajo
2022,Agropecuario,Bucaramanga,4214815994.1663957,240542343.98438743,614,0.05560449484326675,362653.7448162765,0.06177464952345083,Bajo
2023,Agropecuario,Manizales,1991410394.223033,82675382.652612,699,-0.1041463499529581,112218.51985497547,0.038774883580368846,Bajo
2024,Manufactura,Cartagena,3904198515.4620695,144760558.73617595,856,-0.15020376633699462,137887.07249946642,0.033471976785071356,Alto
2023,Servicios,Cucuta,3066141629.5821247,6864392.993153585,540,0.08118995556969653,8936.203050190607,0.0023287353365508017,Medio
2023,Manufactura,Manizales,498562478.7758899,8098296.20202611,107,0.4569911770368478,65387.45089005091,0.01761129074730475,Medio
2023,Construccion,Cucuta,3853092902.6299095,11824007.032902582,300,0.3191988435073878,37911.59687587925,0.0034962508333396085,Alto
2022,Financiero,Barranquilla,3451029459.2605867,73166691.47410445,681,-0.04091573853569711,82571.14401911269,0.02530213472374809,Bajo
2022,Comercio,Medellin,1559342909.7971897,80375216.42172925,588,0.29476828552386064,151731.33690290945,0.0498411245682569,Bajo
2021,Agropecuario,Cali,59731063.239716426,203965.84633725305,197,0.12802534381246067,1034.8428438423036,0.00306941285114054,Bajo
2024,Agropecuario,Cali,4620091323.529606,23455157.512997996,330,0.34505248525018756,64928.51694544456,0.004901756698701891,Medio
2023,Tecnologia,Bucaramanga,1683920277.3924606,86672539.27320105,217,0.1902539150463255,398001.80019332346,0.05218158727966378,Alto
2020,Tecnologia,Bucaramanga,681701847.4834495,34021821.89412538,431,0.21889482365953147,84126.13206166205,0.04652622763465127,Medio
2022,Agropecuario,Barranquilla,1046717140.0293839,41385800.99161426,889,-0.04101020034025332,47487.39037636857,0.03296912368865209,Bajo
2023,Servicios,Pereira,892127172.3802885,34559520.583155,871,0.23905969904170674,48230.151700736074,0.050063159920896515,Bajo
2022,Servicios,Medellin,3610222075.021746,198723032.20715883,40,0.3918296924258954,6794243.197560117,0.0547522695543738,Bajo
2024,Manufactura,Cucuta,2361649133.188428,146373249.96482494,820,-0.17320938440735237,170972.07657480534,0.052760897973116214,Medio
2024,Manufactura,Bogota,3105203526.9009953,203155284.79129988,584,-0.2154009522185109,280348.2561743571,0.048592676219827546,Medio
2022,Transporte,Barranquilla,1820213171.2225466,9915616.290124374,607,0.2694784302243245,21450.781160568047,0.005695315393951564,Bajo
2022,Agropecuario,Medellin,4548574400.496178,20723335.86514323,119,0.36832542584452577,181962.4742093777,0.004026226086020648,Medio
2023,Servicios,Manizales,4169154703.214076,184397542.7606266,598,0.1817977887906205,371913.39228501765,0.04547329886720477,Medio
2021,Financiero,Bogota,2492411660.7577252,109067363.52468261,823,0.33440320163978576,152403.26221433433,0.043958128792383415,Bajo
2022,Educacion,Cucuta,2991441406.4583244,133250740.54584686,381,0.14705419360210834,337640.7166538941,0.03775911007330747,Medio
2023,Agropecuario,Barranquilla,484605528.93618447,22989037.919232864,296,0.370120377821415,72893.10375644041,0.049446676606043724,Medio
2021,Manufactura,Cali,1597164018.203817,29282591.029589836,592,0.3971759254087423,45295.409447823935,0.014287505825719464,Bajo
2021,Salud,Cucuta,1642853462.3790984,31120275.666988146,1187,0.13992294942806188,29991.892515973384,0.018043271512447986,Bajo
2022,Salud,Bogota,2268146002.241356,115281465.83146943,358,-0.03386397120779777,255473.8358661414,0.05982156164143023,Medio
2021,Construccion,Cali,2187904826.5600357,3977571.4017404895,452,-0.23401741602439993,9494.406807851181,0.002247225764495135,Medio
2022,Salud,Cali,2374573093.9907994,155857419.51302156,19,0.3310643040440189,7423627.5765347555,0.04431727388005425,Medio
2021,Transporte,Villavicencio,989415001.8845133,56861928.4220163,236,0.3693944615269542,223120.443992778,0.05055962620038055,Medio
2021,Salud,Medellin,2431154873.624822,106267499.82667932,205,0.1949218193285648,465949.388954083,0.04388368788621037,Medio
2021,Servicios,Pereira,3116608374.980547,113511772.53246099,553,0.06534209992877398,126205.09448765824,0.03592283026818228,Medio
2024,Construccion,Cucuta,3036925003.2373943,182589258.5112015,694,0.10417529844587001,182319.67607787327,0.05423250201855533,Bajo
2022,Construccion,Cucuta,2689752637.6518183,67032021.485081024,476,0.0190872026618265,167026.61622911599,0.02519839931171355,Bajo
2022,Servicios,Cali,3895255478.5672846,115690332.59732446,358,0.20344210932028156,358249.5984013865,0.030383413974643187,Bajo
2021,Comercio,Bogota,3820987438.8726053,48599755.948648006,741,0.19751805747356233,66482.17665165428,0.011850989800987762,Bajo
2022,Educacion,Villavicencio,3637786884.0727577,186729562.4203526,455,0.10474519582032084,394774.68685391487,0.04789085022099556,Bajo
2022,Construccion,Bogota,1112038389.8487978,4381651.791938654,93,0.004563033093009303,49170.54977422899,0.0046559725441939785,Medio
2022,Educacion,Cali,1090181229.467622,59288289.907707855,388,-0.11941144561386687,118946.08523053497,0.05059885053442648,Bajo
2022,Construccion,Cucuta,1021475794.0024145,5122377.713158591,557,0.18868610957962073,11063.881497033699,0.005714259183816574,Alto
2024,Comercio,Pereira,2370499977.7251463,67636948.96586595,723,0.15948162846025535,102152.42709952133,0.030151805202980955,Medio
2020,Salud,Cucuta,3258829136.9445586,100686740.63648163,975,0.18226816807279803,132546.25185051656,0.0325775357725327,Medio
2021,Servicios,Bucaramanga,2839676261.345159,10602582.016892986,218,0.044694595193423316,67477.08340419283,0.0040002726306085255,Medio
2021,Financiero,Barranquilla,1540114572.4061632,46039883.32055484,834,-0.06526301927828915,61333.99270898046,0.03660870931423296,Bajo
2020,Servicios,Barranquilla,447634645.6379696,14290778.567626765,706,-0.15187898023310914,22332.524887031163,0.03548512461538116,Bajo
2020,Comercio,Cali,2781021367.8674684,158610573.86109307,142,-0.09313221650732945,1071984.249662681,0.059833509061607414,Alto
2021,Comercio,Cartagena,3504423119.13687,137010042.7363271,501,-0.17265696923456714,265625.8252234199,0.05002070751296412,Bajo
2020,Comercio,Cucuta,3058644922.831436,100621406.85769255,398,0.24512000953151922,340856.5153508443,0.03275860545262066,Bajo
2020,Agropecuario,Cucuta,5191966154.586228,227476667.6006901,883,-0.14138381095410224,297683.58325655886,0.04433444505960183,Bajo
2021,Servicios,Bogota,1711355059.3621008,21193898.779555477,627,0.17656767120652334,24715.229940579196,0.012280817050311206,Bajo
2021,Agropecuario,Cali,1716242939.5580163,40874556.79382775,444,0.22054715555397586,129625.90937463455,0.026567001084363544,Bajo
2023,Salud,Bogota,3245149656.4925966,96317891.30770725,780,0.26431402879375976,149651.090095478,0.02562085891233944,Bajo
2023,Manufactura,Villavicencio,999447808.9442025,43909973.58820924,353,0.258280837617151,87494.16276322174,0.03724480952364884,Bajo
2024,Construccion,Manizales,2569707770.788929,94780551.81629798,30,0.13151745195812378,2338441.7443323676,0.03815249417434635,Bajo
2022,Transporte,Cucuta,1214347736.5777266,66853106.756953314,789,0.21140521939153295,78942.4151840832,0.051948322958094026,Alto
2024,Tecnologia,Pereira,5105828493.089938,311799263.7662373,785,0.23625356906722383,397309.7177272998,0.06485543366216705,Alto
2021,Financiero,Bucaramanga,3071535175.9785247,184723942.80526546,523,-0.2641555161431954,278909.2436779847,0.0475502201693025,Bajo
2024,Construccion,Pereira,4145791922.634119,141385817.5738542,194,0.06857659914333555,536673.7076454044,0.03613255077508276,Medio
2024,Transporte,Pereira,464832152.9984902,14813079.708813695,916,0.19379980752957832,15397.008549356631,0.032247177687060744,Bajo
2022,Comercio,Bucaramanga,364974701.8277118,2026655.9910801514,574,0.016292313379603875,3177.3102847744553,0.004849612513082889,Bajo
2021,Tecnologia,Manizales,2236500795.957687,68448472.9601522,495,0.03194687447723114,169686.1603609606,0.03513329715649785,Bajo
2023,Educacion,Bogota,3926983698.027357,174355726.13294134,188,-0.00915605531451641,915226.9272232886,0.04837828820386892,Alto
2024,Servicios,Barranquilla,2276970147.2050004,158448109.8702366,109,-0.10457029398255985,1151287.234672838,0.05665818784687855,Medio
2022,Educacion,Cartagena,2744071372.1189194,143095599.23515648,590,0.32917920517624694,208007.6726964642,0.0452620643549045,Medio
2022,Tecnologia,Cartagena,2896269882.842614,52518199.436922096,667,-0.09629699125223715,87468.77456379114,0.022855999008457115,Medio
2024,Manufactura,Pereira,1390910203.7304566,103351974.93208613,803,0.12861617626460073,102330.87881019979,0.06172760854190414,Bajo
2020,Salud,Manizales,1934679606.5969718,76312261.7049289,606,0.2909377373973451,93303.4139822084,0.030392080904772946,Medio
2022,Agropecuario,Medellin,4405701757.150201,177985509.92063957,366,0.10615294454282594,549869.7656262339,0.04300004469391284,Bajo
2022,Manufactura,Bucaramanga,3442997773.9701395,142507972.2389041,254,0.039328711596058746,547261.082130674,0.03400055972666134,Medio
2021,Agropecuario,Pereira,812959976.0871787,22239191.914391536,509,0.1121188509707581,31275.288024046597,0.031228675750091257,Bajo
2021,Construccion,Manizales,2210866123.1289315,62269849.762403704,697,0.0470124134047749,78150.68469582335,0.026187793070550327,Bajo
2024,Agropecuario,Medellin,2309647472.316056,44725378.32588853,553,0.24231638647850762,70056.80902745224,0.018564850197972327,Bajo
2021,Salud,Cali,569760857.3347827,21451350.453455996,799,0.29075210343331537,35486.41202785269,0.031746527072362425,Bajo
2024,Agropecuario,Cali,2338275415.445008,99944169.79141974,439,-0.036601744943338656,180653.04901253767,0.04465562205524035,Bajo
2024,Construccion,Cali,2825445804.795251,34750486.70789082,940,-0.004968058048227239,37012.18777030415,0.012638331805881774,Bajo
2021,Manufactura,Barranquilla,1220554424.3976634,58293438.46583136,1103,0.02322155155509581,66576.61795969674,0.052597004678856404,Bajo
2024,Tecnologia,Cucuta,2877884766.7593822,110404681.70142779,310,0.0814249562015703,235486.84742374657,0.03235488264578126,Bajo
2022,Tecnologia,Bucaramanga,3685312058.4593377,165841283.89878383,777,-0.1626595232478333,203857.23290175656,0.04275533038347528,Medio
2021,Construccion,Cali,3031309903.6176453,73897950.22479314,40,-0.24157863611278185,1477784.1336423173,0.02889547137450279,Bajo
2023,Educacion,Bogota,3271530381.253452,59998668.46535392,617,0.04770437425911246,98865.03582054326,0.021910647646951324,Bajo
